GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALT1E001,ALT1E002,ALT1E003,NAME_M,ALT1M001,ALT1M002,ALT1M003
G2000250,2015-2019,KS,,,Kansas,20,Clark County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20025,,,"Clark County, Kansas",45.3,42.5,48.3,"Clark County, Kansas",5.4,5.3,5.9
G2000270,2015-2019,KS,,,Kansas,20,Clay County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20027,,,"Clay County, Kansas",42.5,41.2,45.4,"Clay County, Kansas",1,1.1,2.4
G2000290,2015-2019,KS,,,Kansas,20,Cloud County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20029,,,"Cloud County, Kansas",40.8,38.9,43.4,"Cloud County, Kansas",1.1,1.8,1.9
G2000310,2015-2019,KS,,,Kansas,20,Coffey County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20031,,,"Coffey County, Kansas",43.8,42,45.8,"Coffey County, Kansas",0.7,0.9,0.5
G2000330,2015-2019,KS,,,Kansas,20,Comanche County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20033,,,"Comanche County, Kansas",48.1,43.5,52,"Comanche County, Kansas",4.8,5.3,5.8
G2000350,2015-2019,KS,,,Kansas,20,Cowley County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20035,,,"Cowley County, Kansas",38.8,36.8,41.3,"Cowley County, Kansas",0.9,1,0.6
G2000370,2015-2019,KS,,,Kansas,20,Crawford County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20037,,,"Crawford County, Kansas",32.5,30.6,35.1,"Crawford County, Kansas",0.8,0.3,0.7
G2000390,2015-2019,KS,,,Kansas,20,Decatur County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20039,,,"Decatur County, Kansas",50.6,49.2,51.9,"Decatur County, Kansas",0.5,1.5,1.3
G2000410,2015-2019,KS,,,Kansas,20,Dickinson County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20041,,,"Dickinson County, Kansas",41.3,39.4,42.5,"Dickinson County, Kansas",0.7,1.2,0.6
G2000430,2015-2019,KS,,,Kansas,20,Doniphan County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20043,,,"Doniphan County, Kansas",41,38.7,43.2,"Doniphan County, Kansas",2.1,1.5,1.1
G2000450,2015-2019,KS,,,Kansas,20,Douglas County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20045,,,"Douglas County, Kansas",29.8,29,30.6,"Douglas County, Kansas",0.1,0.3,0.2
G2000470,2015-2019,KS,,,Kansas,20,Edwards County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20047,,,"Edwards County, Kansas",45.7,46.5,44.6,"Edwards County, Kansas",1.6,1.9,3.2
G2000490,2015-2019,KS,,,Kansas,20,Elk County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20049,,,"Elk County, Kansas",52.3,51.4,53.3,"Elk County, Kansas",1.2,0.8,1
G2000510,2015-2019,KS,,,Kansas,20,Ellis County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20051,,,"Ellis County, Kansas",32.5,32.1,33.1,"Ellis County, Kansas",0.8,1,0.9
G2000530,2015-2019,KS,,,Kansas,20,Ellsworth County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20053,,,"Ellsworth County, Kansas",42.1,39,48.6,"Ellsworth County, Kansas",1.6,2,2.3
G2000550,2015-2019,KS,,,Kansas,20,Finney County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20055,,,"Finney County, Kansas",30.8,30.1,31.9,"Finney County, Kansas",0.3,0.2,0.6
G2000570,2015-2019,KS,,,Kansas,20,Ford County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20057,,,"Ford County, Kansas",32.2,31.5,32.7,"Ford County, Kansas",0.5,1,0.6
G2000590,2015-2019,KS,,,Kansas,20,Franklin County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20059,,,"Franklin County, Kansas",40,39.2,40.5,"Franklin County, Kansas",0.6,1.3,0.6
G2000610,2015-2019,KS,,,Kansas,20,Geary County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20061,,,"Geary County, Kansas",26.4,25.7,27.5,"Geary County, Kansas",0.3,0.4,0.6
G2000630,2015-2019,KS,,,Kansas,20,Gove County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20063,,,"Gove County, Kansas",48.2,46.8,50,"Gove County, Kansas",3.1,3.7,5.3
G2000650,2015-2019,KS,,,Kansas,20,Graham County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20065,,,"Graham County, Kansas",50.4,47.7,53.1,"Graham County, Kansas",0.5,1.9,0.7
G2000670,2015-2019,KS,,,Kansas,20,Grant County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20067,,,"Grant County, Kansas",32.6,30.7,36.2,"Grant County, Kansas",1.7,1.9,4.8
G2000690,2015-2019,KS,,,Kansas,20,Gray County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20069,,,"Gray County, Kansas",36,35.5,36.2,"Gray County, Kansas",0.6,1.2,0.5
G2000710,2015-2019,KS,,,Kansas,20,Greeley County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20071,,,"Greeley County, Kansas",42.2,42.2,40.9,"Greeley County, Kansas",8.2,10.1,12.4
G2000730,2015-2019,KS,,,Kansas,20,Greenwood County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20073,,,"Greenwood County, Kansas",48.6,46.8,49.5,"Greenwood County, Kansas",0.4,1.6,0.6
G2000750,2015-2019,KS,,,Kansas,20,Hamilton County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20075,,,"Hamilton County, Kansas",35.8,35.1,36.1,"Hamilton County, Kansas",2,4.7,2.5
G2000770,2015-2019,KS,,,Kansas,20,Harper County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20077,,,"Harper County, Kansas",42.4,39.5,46.3,"Harper County, Kansas",0.9,0.9,3.6
G2000790,2015-2019,KS,,,Kansas,20,Harvey County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20079,,,"Harvey County, Kansas",39.2,37.1,41.5,"Harvey County, Kansas",1.2,1.1,1
G2000810,2015-2019,KS,,,Kansas,20,Haskell County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20081,,,"Haskell County, Kansas",36.9,35.8,37.4,"Haskell County, Kansas",1.1,3.1,1
G2000830,2015-2019,KS,,,Kansas,20,Hodgeman County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20083,,,"Hodgeman County, Kansas",47.6,47.3,48,"Hodgeman County, Kansas",4,5.6,5.1
G2000850,2015-2019,KS,,,Kansas,20,Jackson County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20085,,,"Jackson County, Kansas",41.2,40.4,42.2,"Jackson County, Kansas",0.5,0.6,0.9
G2000870,2015-2019,KS,,,Kansas,20,Jefferson County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20087,,,"Jefferson County, Kansas",43.3,42.5,44.3,"Jefferson County, Kansas",0.7,0.8,0.5
G2000890,2015-2019,KS,,,Kansas,20,Jewell County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20089,,,"Jewell County, Kansas",52.8,50.6,54.3,"Jewell County, Kansas",0.7,1.4,1.1
G2000910,2015-2019,KS,,,Kansas,20,Johnson County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20091,,,"Johnson County, Kansas",37.6,36.6,38.6,"Johnson County, Kansas",0.1,0.2,0.2
G2000930,2015-2019,KS,,,Kansas,20,Kearny County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20093,,,"Kearny County, Kansas",34.7,34.7,35,"Kearny County, Kansas",0.7,1.3,1.4
G2000950,2015-2019,KS,,,Kansas,20,Kingman County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20095,,,"Kingman County, Kansas",45.4,45,46.6,"Kingman County, Kansas",0.8,1.8,1.5
G2000970,2015-2019,KS,,,Kansas,20,Kiowa County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20097,,,"Kiowa County, Kansas",41.6,42.8,39.6,"Kiowa County, Kansas",2,2.4,2.9
G2000990,2015-2019,KS,,,Kansas,20,Labette County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20099,,,"Labette County, Kansas",41,38.5,44.2,"Labette County, Kansas",0.6,1.4,0.7
G2001010,2015-2019,KS,,,Kansas,20,Lane County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20101,,,"Lane County, Kansas",40.7,38.8,41.5,"Lane County, Kansas",3.2,4.6,2.9
G2001030,2015-2019,KS,,,Kansas,20,Leavenworth County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20103,,,"Leavenworth County, Kansas",37.8,37,39.3,"Leavenworth County, Kansas",0.3,0.4,0.4
G2001050,2015-2019,KS,,,Kansas,20,Lincoln County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20105,,,"Lincoln County, Kansas",46.5,44.4,49.9,"Lincoln County, Kansas",0.9,0.6,2
G2001070,2015-2019,KS,,,Kansas,20,Linn County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20107,,,"Linn County, Kansas",44.4,44.2,44.8,"Linn County, Kansas",0.5,0.8,1.3
G2001090,2015-2019,KS,,,Kansas,20,Logan County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20109,,,"Logan County, Kansas",39.7,38,40.5,"Logan County, Kansas",0.7,2.6,1.5
G2001110,2015-2019,KS,,,Kansas,20,Lyon County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20111,,,"Lyon County, Kansas",33.4,32.5,34.2,"Lyon County, Kansas",0.6,1.2,0.7
G2001130,2015-2019,KS,,,Kansas,20,McPherson County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20113,,,"McPherson County, Kansas",40.8,39.8,42.2,"McPherson County, Kansas",0.6,0.7,0.7
G2001150,2015-2019,KS,,,Kansas,20,Marion County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20115,,,"Marion County, Kansas",44.5,42.5,46.9,"Marion County, Kansas",0.5,1,1
G2001170,2015-2019,KS,,,Kansas,20,Marshall County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20117,,,"Marshall County, Kansas",42.8,41.9,44.6,"Marshall County, Kansas",0.7,0.6,1.2
G2001190,2015-2019,KS,,,Kansas,20,Meade County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20119,,,"Meade County, Kansas",37.9,36.2,39.9,"Meade County, Kansas",1.9,2.1,2.6
G2001210,2015-2019,KS,,,Kansas,20,Miami County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20121,,,"Miami County, Kansas",42.1,40.6,43,"Miami County, Kansas",0.8,1.4,0.6
G2001230,2015-2019,KS,,,Kansas,20,Mitchell County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20123,,,"Mitchell County, Kansas",43.1,38.6,46.8,"Mitchell County, Kansas",1.1,2.9,1.5
G2001250,2015-2019,KS,,,Kansas,20,Montgomery County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20125,,,"Montgomery County, Kansas",40.3,37.5,42.9,"Montgomery County, Kansas",0.7,1,0.9
G2001270,2015-2019,KS,,,Kansas,20,Morris County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20127,,,"Morris County, Kansas",46.6,45.2,49.6,"Morris County, Kansas",0.7,1.4,1.5
G2001290,2015-2019,KS,,,Kansas,20,Morton County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20129,,,"Morton County, Kansas",40.5,35.5,43.5,"Morton County, Kansas",4.3,7.9,2.9
G2001310,2015-2019,KS,,,Kansas,20,Nemaha County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20131,,,"Nemaha County, Kansas",39.9,37.5,42.6,"Nemaha County, Kansas",0.8,0.6,0.6
G2001330,2015-2019,KS,,,Kansas,20,Neosho County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20133,,,"Neosho County, Kansas",40.2,39.5,40.6,"Neosho County, Kansas",0.7,1.3,0.4
G2001350,2015-2019,KS,,,Kansas,20,Ness County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20135,,,"Ness County, Kansas",50,48.9,51,"Ness County, Kansas",2.5,4,3.2
G2001370,2015-2019,KS,,,Kansas,20,Norton County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20137,,,"Norton County, Kansas",42.7,40.8,47.3,"Norton County, Kansas",0.8,2.6,1
G2001390,2015-2019,KS,,,Kansas,20,Osage County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20139,,,"Osage County, Kansas",43.8,43.1,44.5,"Osage County, Kansas",0.5,1.3,0.6
G2001410,2015-2019,KS,,,Kansas,20,Osborne County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20141,,,"Osborne County, Kansas",46.7,43.4,49.3,"Osborne County, Kansas",0.8,1.2,1.6
G2001430,2015-2019,KS,,,Kansas,20,Ottawa County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20143,,,"Ottawa County, Kansas",43,40.5,46.8,"Ottawa County, Kansas",1,0.6,1.2
G2001450,2015-2019,KS,,,Kansas,20,Pawnee County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20145,,,"Pawnee County, Kansas",43,42.4,48,"Pawnee County, Kansas",2.1,1.6,3.1
G2001470,2015-2019,KS,,,Kansas,20,Phillips County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20147,,,"Phillips County, Kansas",44.3,44,45.2,"Phillips County, Kansas",0.6,0.8,1
G2001490,2015-2019,KS,,,Kansas,20,Pottawatomie County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20149,,,"Pottawatomie County, Kansas",35.4,35.6,35.1,"Pottawatomie County, Kansas",0.3,0.5,0.4
G2001510,2015-2019,KS,,,Kansas,20,Pratt County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20151,,,"Pratt County, Kansas",38.5,35,42,"Pratt County, Kansas",1.4,1,1
G2001530,2015-2019,KS,,,Kansas,20,Rawlins County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20153,,,"Rawlins County, Kansas",48.8,46,50.7,"Rawlins County, Kansas",1.2,1.9,0.7
G2001550,2015-2019,KS,,,Kansas,20,Reno County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20155,,,"Reno County, Kansas",40.3,38.4,42.6,"Reno County, Kansas",0.4,0.5,0.5
G2001570,2015-2019,KS,,,Kansas,20,Republic County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20157,,,"Republic County, Kansas",50.7,48.6,52.1,"Republic County, Kansas",0.6,0.7,1.1
G2001590,2015-2019,KS,,,Kansas,20,Rice County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20159,,,"Rice County, Kansas",38.9,36.5,41,"Rice County, Kansas",1.2,1.5,1.5
G2001610,2015-2019,KS,,,Kansas,20,Riley County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20161,,,"Riley County, Kansas",25.1,24.6,26.2,"Riley County, Kansas",0.2,0.2,0.3
G2001630,2015-2019,KS,,,Kansas,20,Rooks County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20163,,,"Rooks County, Kansas",44.7,44.1,45.6,"Rooks County, Kansas",0.9,1.7,1.5
G2001650,2015-2019,KS,,,Kansas,20,Rush County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20165,,,"Rush County, Kansas",46.6,43.9,49.1,"Rush County, Kansas",1.8,4.5,2.2
G2001670,2015-2019,KS,,,Kansas,20,Russell County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20167,,,"Russell County, Kansas",49.1,44.4,50.3,"Russell County, Kansas",1.7,2,1.9
G2001690,2015-2019,KS,,,Kansas,20,Saline County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20169,,,"Saline County, Kansas",38.6,37.1,40.6,"Saline County, Kansas",0.6,0.5,0.9
G2001710,2015-2019,KS,,,Kansas,20,Scott County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20171,,,"Scott County, Kansas",39.7,35.9,43.2,"Scott County, Kansas",2.4,4.2,4.4
G2001730,2015-2019,KS,,,Kansas,20,Sedgwick County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20173,,,"Sedgwick County, Kansas",35.4,34.3,36.4,"Sedgwick County, Kansas",0.2,0.1,0.2
G2001750,2015-2019,KS,,,Kansas,20,Seward County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20175,,,"Seward County, Kansas",29.4,29.2,29.8,"Seward County, Kansas",0.4,0.6,0.7
G2001770,2015-2019,KS,,,Kansas,20,Shawnee County,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20177,,,"Shawnee County, Kansas",39.1,37.7,40.4,"Shawnee County, Kansas",0.3,0.3,0.3
G2001790,2015-2019,KS,,,Kansas,20,Sheridan County,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20179,,,"Sheridan County, Kansas",44.9,43.6,46.6,"Sheridan County, Kansas",1.2,1.3,3.7
G2001810,2015-2019,KS,,,Kansas,20,Sherman County,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20181,,,"Sherman County, Kansas",39.3,36.7,42.2,"Sherman County, Kansas",2.4,1.9,1.6
G2001830,2015-2019,KS,,,Kansas,20,Smith County,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20183,,,"Smith County, Kansas",51.4,50.9,51.8,"Smith County, Kansas",0.9,0.9,1.5
G2001850,2015-2019,KS,,,Kansas,20,Stafford County,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20185,,,"Stafford County, Kansas",44.1,41.7,45.6,"Stafford County, Kansas",1.2,1.5,0.9
G2001870,2015-2019,KS,,,Kansas,20,Stanton County,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20187,,,"Stanton County, Kansas",35.3,33.5,36.3,"Stanton County, Kansas",5,9.7,3.3
G2001890,2015-2019,KS,,,Kansas,20,Stevens County,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20189,,,"Stevens County, Kansas",35.1,34.7,35.2,"Stevens County, Kansas",0.7,2.5,0.3
G2001910,2015-2019,KS,,,Kansas,20,Sumner County,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20191,,,"Sumner County, Kansas",41.2,39.4,42.5,"Sumner County, Kansas",0.6,0.5,0.7
G2001930,2015-2019,KS,,,Kansas,20,Thomas County,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20193,,,"Thomas County, Kansas",36,35,36.8,"Thomas County, Kansas",0.7,2.2,2.2
G2001950,2015-2019,KS,,,Kansas,20,Trego County,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20195,,,"Trego County, Kansas",49.4,46.3,51.1,"Trego County, Kansas",1.3,4.7,1.9
G2001970,2015-2019,KS,,,Kansas,20,Wabaunsee County,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20197,,,"Wabaunsee County, Kansas",43.8,42.8,44.5,"Wabaunsee County, Kansas",1,1.1,0.8
G2001990,2015-2019,KS,,,Kansas,20,Wallace County,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20199,,,"Wallace County, Kansas",41.8,41.2,42.3,"Wallace County, Kansas",3.1,3.9,3.6
G2002010,2015-2019,KS,,,Kansas,20,Washington County,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20201,,,"Washington County, Kansas",45.4,43.9,47.5,"Washington County, Kansas",0.5,0.9,0.7
G2002030,2015-2019,KS,,,Kansas,20,Wichita County,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20203,,,"Wichita County, Kansas",42.3,44.9,41.5,"Wichita County, Kansas",4.1,6.9,7
G2002050,2015-2019,KS,,,Kansas,20,Wilson County,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20205,,,"Wilson County, Kansas",43.7,42,46.7,"Wilson County, Kansas",0.9,1.5,1.1
G2002070,2015-2019,KS,,,Kansas,20,Woodson County,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20207,,,"Woodson County, Kansas",47.4,45.7,49.7,"Woodson County, Kansas",2.3,1.3,1.2
G2002090,2015-2019,KS,,,Kansas,20,Wyandotte County,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US20209,,,"Wyandotte County, Kansas",33.7,32.9,34.7,"Wyandotte County, Kansas",0.2,0.2,0.2
G2100010,2015-2019,KY,,,Kentucky,21,Adair County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21001,,,"Adair County, Kentucky",41.8,40,44.1,"Adair County, Kentucky",0.7,1.1,0.6
G2100030,2015-2019,KY,,,Kentucky,21,Allen County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21003,,,"Allen County, Kentucky",40.7,39.9,41.4,"Allen County, Kentucky",0.9,1.3,1.4
G2100050,2015-2019,KY,,,Kentucky,21,Anderson County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21005,,,"Anderson County, Kentucky",41.4,39.9,42.7,"Anderson County, Kentucky",1.4,1.2,0.8
G2100070,2015-2019,KY,,,Kentucky,21,Ballard County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21007,,,"Ballard County, Kentucky",43.6,41.9,45.8,"Ballard County, Kentucky",0.7,0.8,1
G2100090,2015-2019,KY,,,Kentucky,21,Barren County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21009,,,"Barren County, Kentucky",40.5,38.7,42.2,"Barren County, Kentucky",0.5,1,1.2
G2100110,2015-2019,KY,,,Kentucky,21,Bath County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21011,,,"Bath County, Kentucky",40.6,39.5,41,"Bath County, Kentucky",0.7,2.1,0.8
G2100130,2015-2019,KY,,,Kentucky,21,Bell County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21013,,,"Bell County, Kentucky",41.7,39.6,43.5,"Bell County, Kentucky",0.6,1,0.8
G2100150,2015-2019,KY,,,Kentucky,21,Boone County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21015,,,"Boone County, Kentucky",37.5,36.4,38.6,"Boone County, Kentucky",0.3,0.4,0.5
G2100170,2015-2019,KY,,,Kentucky,21,Bourbon County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21017,,,"Bourbon County, Kentucky",41.8,40,42.7,"Bourbon County, Kentucky",0.9,2,1.1
G2100190,2015-2019,KY,,,Kentucky,21,Boyd County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21019,,,"Boyd County, Kentucky",42.3,40.6,44.5,"Boyd County, Kentucky",0.6,0.6,0.4
G2100210,2015-2019,KY,,,Kentucky,21,Boyle County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21021,,,"Boyle County, Kentucky",40.3,37.8,43.4,"Boyle County, Kentucky",0.5,0.9,1.1
G2100230,2015-2019,KY,,,Kentucky,21,Bracken County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21023,,,"Bracken County, Kentucky",41.4,40.9,42.2,"Bracken County, Kentucky",1.1,0.9,1.1
G2100250,2015-2019,KY,,,Kentucky,21,Breathitt County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21025,,,"Breathitt County, Kentucky",42.2,40.8,43.5,"Breathitt County, Kentucky",0.8,0.8,0.5
G2100270,2015-2019,KY,,,Kentucky,21,Breckinridge County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21027,,,"Breckinridge County, Kentucky",43.1,41.6,44.6,"Breckinridge County, Kentucky",0.6,0.7,0.4
G2100290,2015-2019,KY,,,Kentucky,21,Bullitt County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21029,,,"Bullitt County, Kentucky",40.4,39.3,41.3,"Bullitt County, Kentucky",0.5,0.7,0.6
G2100310,2015-2019,KY,,,Kentucky,21,Butler County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21031,,,"Butler County, Kentucky",41.3,40,42.3,"Butler County, Kentucky",0.6,1.2,0.7
G2100330,2015-2019,KY,,,Kentucky,21,Caldwell County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21033,,,"Caldwell County, Kentucky",44,39.8,46,"Caldwell County, Kentucky",1.3,1.9,1.4
G2100350,2015-2019,KY,,,Kentucky,21,Calloway County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21035,,,"Calloway County, Kentucky",35.6,34.9,36.3,"Calloway County, Kentucky",0.5,0.6,0.8
G2100370,2015-2019,KY,,,Kentucky,21,Campbell County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21037,,,"Campbell County, Kentucky",38.2,37.6,39.1,"Campbell County, Kentucky",0.3,0.4,0.4
G2100390,2015-2019,KY,,,Kentucky,21,Carlisle County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21039,,,"Carlisle County, Kentucky",42.8,41.8,43.6,"Carlisle County, Kentucky",0.5,1.7,0.9
G2100410,2015-2019,KY,,,Kentucky,21,Carroll County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21041,,,"Carroll County, Kentucky",38.5,38.8,37.7,"Carroll County, Kentucky",1.6,2.1,1.7
G2100430,2015-2019,KY,,,Kentucky,21,Carter County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21043,,,"Carter County, Kentucky",41.6,39.9,42.3,"Carter County, Kentucky",0.6,1,0.5
G2100450,2015-2019,KY,,,Kentucky,21,Casey County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21045,,,"Casey County, Kentucky",42.6,40.8,43.9,"Casey County, Kentucky",0.9,1.4,0.6
G2100470,2015-2019,KY,,,Kentucky,21,Christian County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US21047,,,"Christian County, Kentucky",28.3,26.2,31.6,"Christian County, Kentucky",0.2,0.3,0.4
